ConstituentSocialEngagementId,ConstituentId,Like,Share,Comment,Impression,Date,SocialEngagementId,Timezone,CreatedDate,ModifiedDate,SourceSystemId,SourceId
d9b73a3a-c789-49d7-b968-8dcc55ff48d1,505dc766-01f5-46b7-8c06-858be6c94ad2,False,True,False,True,2013-06-29 12:07:18.391399,4b826338-767f-41b2-89f7-3cead4fadc9e,America/Los_Angeles,2025-07-30 16:33:05.306764,2025-07-30 16:33:05.306764,80d5d6cf-6c9a-4466-8876-6453e01cb37c,bb05204b-9818-4e53-9036-6b29b936b0fb
0172e5dc-f83e-4123-a55b-229adcd561d2,994ff840-5c4a-404e-a53a-287a78cb805e,False,True,False,True,2025-03-01 14:24:54.391502,f018b11f-27fd-4863-87e6-6c26e47cc0d1,America/New_York,2025-07-30 16:33:05.306764,2025-07-30 16:33:05.306764,a6dd9996-f985-4348-b3f6-8fd9523ac05e,bb05204b-9818-4e53-9036-6b29b936b0fb
001f157e-a7a9-451c-b838-2ee68569f4be,7ac271af-2438-46eb-abf6-cfb540fdeedf,False,True,False,True,2025-02-12 04:38:38.391902,dbb2fa0f-3b9f-494b-b42e-48994f841bf7,UTC,2025-07-30 16:33:05.306764,2025-07-30 16:33:05.306764,398861cc-98e5-438c-9ae9-9c43e4f834c3,bb05204b-9818-4e53-9036-6b29b936b0fb
146b8e77-df4b-4f1f-aa98-b6ffb7ba0b4a,07b2ce8e-3111-4578-88d6-11aeed67fbe3,False,True,False,True,2007-05-19 06:28:25.392024,dd4b134f-f478-47e8-a25b-7d5ba1ff8e87,Asia/Kolkata,2025-07-30 16:33:05.306764,2025-07-30 16:33:05.306764,49815615-751c-4903-b52f-4f1e10aa739f,bb05204b-9818-4e53-9036-6b29b936b0fb
a27c03cd-c5f6-4c4b-9f7f-64a39203dfc8,599eb083-ab6a-4d0b-94e8-3b481b61c341,True,False,False,True,2019-08-07 11:34:13.392154,a5b4419d-a4e2-42cb-8e48-02ee8d27b861,Asia/Kolkata,2025-07-30 16:33:05.306764,2025-07-30 16:33:05.306764,b42be07c-2b21-49ec-ac7a-7dcddb32bffe,bb05204b-9818-4e53-9036-6b29b936b0fb
e40d2832-9347-4a5f-8dc0-91dbf2a96f8f,7427ced0-9f9a-4b57-8d41-406383798bb7,True,False,False,True,2014-12-22 03:14:34.392217,3223281e-f1c6-42dd-af30-0e8389f5ae47,UTC,2025-07-30 16:33:05.306764,2025-07-30 16:33:05.306764,9a1b1a69-6017-4dd5-8161-bbde16142c0a,bb05204b-9818-4e53-9036-6b29b936b0fb
1346ca58-4ffe-4be9-b503-57490a5b5165,e0475798-132e-44a0-9f21-bcca56273154,True,False,False,True,2011-07-21 14:02:30.392310,5a216c53-2eda-4fbc-9bba-679a40cf3972,Australia/Sydney,2025-07-30 16:33:05.306764,2025-07-30 16:33:05.306764,4333f111-55ce-442a-8946-51e8b14aad01,bb05204b-9818-4e53-9036-6b29b936b0fb
45995370-506f-4707-9bb4-4cc841885a62,c8208eaa-08c4-4212-8ddf-146e9940f082,False,False,True,True,2021-09-07 23:57:21.392432,29814342-b30c-4047-bee2-8306f9a85a2e,UTC,2025-07-30 16:33:05.306764,2025-07-30 16:33:05.306764,cdc413e3-88f9-457d-bb78-cb26f4510890,bb05204b-9818-4e53-9036-6b29b936b0fb
a7abd603-97c5-4a7f-955f-1d22e231350f,1ee99d7f-a788-4f20-902c-201f5b1ff4e9,False,False,True,True,2024-09-28 07:34:27.392498,b69ab585-d26f-4968-85b0-17ef6ab1dc3e,Asia/Tokyo,2025-07-30 16:33:05.306764,2025-07-30 16:33:05.306764,6a93b940-d030-4b5b-8985-25c863251212,bb05204b-9818-4e53-9036-6b29b936b0fb
8d48531a-30ec-47c0-b465-565cd84d2098,54b90756-4a7e-42cd-9aac-242fc8f86b35,True,False,False,True,2009-10-21 05:54:35.392581,5fc7b606-b778-4d2a-81c6-66f81d63368c,Australia/Sydney,2025-07-30 16:33:05.306764,2025-07-30 16:33:05.306764,2487f7a4-309e-44f3-a937-74f196a1e918,bb05204b-9818-4e53-9036-6b29b936b0fb
