ParticipationId,ConstituentId,StartDate,EndDate,Hours,InvitationDate,AcceptedDate,AttendedEvent,EventId,ParticipationTypeId,Timezone,CreatedDate,ModifiedDate,SourceSystemId,SourceId
94c4cb46-0d69-4835-ab79-b520bfc2785f,f3d6e9f1-1a61-40e0-aaf7-1516f884c96b,2025-02-15T08:35:05.094648,2025-02-15T16:35:05.094648,0,2025-02-10T08:35:05.094648,2025-02-13T08:35:05.094648,False,2a150d21-f9e2-4ec1-8f04-21b523d80ce6,da026caa-582a-413a-9503-a5725c13a5a8,Europe/London,2025-07-30T16:33:21.214332,2025-07-30T16:33:21.214332,91a4d441-9b39-447a-b8db-9edf6507e685,bb05204b-9818-4e53-9036-6b29b936b0fb
df4f1e93-422e-4e57-b9b9-488ec7e6a7ef,c58df6e0-0d97-4311-8bba-6a8b0ec04d34,2022-10-25T20:41:32.094822,2022-10-26T00:41:32.094822,3,2022-10-13T20:41:32.094822,2022-10-25T20:41:32.094822,True,4fe845e6-f823-42dc-bf59-f6bec6ec1a47,00091d7f-6a14-466d-9374-07b0d376a510,America/New_York,2025-07-30T16:33:21.214332,2025-07-30T16:33:21.214332,b8d17c15-a94b-4ef7-915d-295c21781681,bb05204b-9818-4e53-9036-6b29b936b0fb
3e08bd33-c249-4239-a760-ce2a77354149,e1f9b3e9-7241-4f21-b757-474c2155496c,2020-11-21T03:17:50.094934,2020-11-21T08:17:50.094934,0,2020-10-30T03:17:50.094934,2020-11-08T03:17:50.094934,False,70c3a8d1-55fe-4fda-ba1c-9173c9674f6d,00091d7f-6a14-466d-9374-07b0d376a510,Asia/Tokyo,2025-07-30T16:33:21.214332,2025-07-30T16:33:21.214332,fb6942b3-e862-47ef-b932-9f332bd06099,bb05204b-9818-4e53-9036-6b29b936b0fb
d0582e22-6098-4904-8a9e-ff12784d55d8,e84850b6-1660-4bb6-8597-de7277218fd2,2023-04-20T01:22:10.095026,2023-04-20T08:22:10.095026,0,2023-04-05T01:22:10.095026,2023-04-06T01:22:10.095026,False,450215c0-f334-4c4a-a51b-081b4f2b8154,4e476c3c-493e-4638-bbdf-e053333605d8,Asia/Tokyo,2025-07-30T16:33:21.214332,2025-07-30T16:33:21.214332,f85b990e-d1ba-44a2-8b0b-1ee00fb6822c,bb05204b-9818-4e53-9036-6b29b936b0fb
516c06a8-c0c5-48f5-bece-3804921c3175,e83304ee-2e2c-4a78-ac2e-766dc3739fc3,2020-12-11T18:59:24.095255,2020-12-12T02:59:24.095255,8,2020-11-11T18:59:24.095255,2020-11-21T18:59:24.095255,True,74d290b4-4a1e-4b9d-b4fe-db5483b09f6c,4e476c3c-493e-4638-bbdf-e053333605d8,America/Los_Angeles,2025-07-30T16:33:21.214332,2025-07-30T16:33:21.214332,90777670-ea9b-4fa7-b93d-01c5c9b2520b,bb05204b-9818-4e53-9036-6b29b936b0fb
a82fd5f9-bb95-4c96-8052-7e92def9e650,53ed5cf6-620e-4ac7-8f8c-1e13c58b10d3,2025-01-15T17:53:19.095458,2025-01-16T03:53:19.095458,0,2024-12-12T17:53:19.095458,2024-12-22T17:53:19.095458,False,99c395d4-8a0d-4540-934b-7b5904ea5718,da026caa-582a-413a-9503-a5725c13a5a8,Asia/Kolkata,2025-07-30T16:33:21.214332,2025-07-30T16:33:21.214332,ef62d380-e079-4bfd-a0bb-27ff9255e9a1,bb05204b-9818-4e53-9036-6b29b936b0fb
790adc80-2ae7-4c92-b8ab-7d85542293a6,7175961f-3fd5-401b-ab51-f8355cab3e97,2020-12-20T16:12:58.095673,2020-12-21T03:12:58.095673,10,2020-12-08T16:12:58.095673,2020-12-12T16:12:58.095673,True,c95b4bc4-85e2-4a62-85bf-8d6881cdd264,bbf46a1d-86f6-4438-8c98-217175d96e56,Asia/Tokyo,2025-07-30T16:33:21.214332,2025-07-30T16:33:21.214332,fd8edc31-6cb6-473c-a670-8309587b7fda,bb05204b-9818-4e53-9036-6b29b936b0fb
d5d14bac-4a73-43ed-a42a-f1579a012947,8c732b7e-57a1-4f24-ba24-9727efd7608f,2023-05-07T10:03:55.096067,2023-05-07T13:03:55.096067,0,2023-04-11T10:03:55.096067,2023-04-15T10:03:55.096067,False,884c06db-f6bc-4cc8-8674-32b98d8c3461,4e476c3c-493e-4638-bbdf-e053333605d8,Asia/Tokyo,2025-07-30T16:33:21.214332,2025-07-30T16:33:21.214332,a6294b75-ac56-4dc1-814d-00695f2263ea,bb05204b-9818-4e53-9036-6b29b936b0fb
fd20fba9-d78b-4d1a-9591-6fc6d49d00f0,f57b0992-a992-4e42-ac43-2a020c35db2c,2021-11-06T09:17:55.096140,2021-11-06T14:17:55.096140,10,2021-10-07T09:17:55.096140,2021-10-09T09:17:55.096140,True,f5d6aaee-6d5a-42d5-b3c7-1a30e971cefb,d978e411-64fa-43ce-8f05-51bc1c6df3fb,Asia/Tokyo,2025-07-30T16:33:21.214332,2025-07-30T16:33:21.214332,d770c392-6a10-43f0-b1de-20d1612f8ed8,bb05204b-9818-4e53-9036-6b29b936b0fb
db3ed00d-13b7-4723-99d6-f6ff8ffcfc6c,c46e8f9f-abd7-4e82-b215-18a4e4c034d1,2021-06-18T23:28:12.096250,2021-06-19T05:28:12.096250,6,2021-05-19T23:28:12.096250,2021-05-25T23:28:12.096250,True,853de553-fe19-4aba-91be-37c32b971602,e36b0963-f9d0-4cca-8a43-dc3fbcad1e86,Europe/London,2025-07-30T16:33:21.214332,2025-07-30T16:33:21.214332,e5015f28-dcfd-4c39-8458-8c36ebaf4135,bb05204b-9818-4e53-9036-6b29b936b0fb
