PhonecallId,CallDate,Description,ConstituentId,CampaignId,Timezone,CreatedDate,ModifiedDate,SourceSystemId,SourceId,ChannelId
020a3ebf-38ef-4f0a-b737-1f83a59a1b4d,2024-12-17,Phone call regarding campaign 31997c7f,c4bce38f-f38a-416f-b8fb-352603c73aaa,31997c7f-9559-45b5-89f7-8a27a4a6ab03,America/New_York,2025-07-30 16:33:05.306764,2025-07-30 16:33:05.306764,f4945fdd-852f-4cbd-978a-cde0603be504,bb05204b-9818-4e53-9036-6b29b936b0fb,ce8121cb-ad89-4dd6-8dd2-c6897c99bf57
b44d33c8-39e5-4e62-b7cb-b517efdb5f24,2025-03-01,Phone call regarding campaign 31997c7f,a46d0eae-728b-4152-a9ab-36a2e430c555,31997c7f-9559-45b5-89f7-8a27a4a6ab03,Europe/Prague,2025-07-30 16:33:05.306764,2025-07-30 16:33:05.306764,8b985f1b-de7f-4241-9538-182885d4d8ad,bb05204b-9818-4e53-9036-6b29b936b0fb,ce8121cb-ad89-4dd6-8dd2-c6897c99bf57
b85717ec-4fb4-420b-bf5e-ea447cbbad53,2023-12-10,Phone call regarding campaign 31997c7f,136ff9a4-a834-4afb-8114-4d15765d5a96,31997c7f-9559-45b5-89f7-8a27a4a6ab03,Australia/Sydney,2025-07-30 16:33:05.306764,2025-07-30 16:33:05.306764,afc42ca8-bf24-45f9-8720-27afa3f46e75,bb05204b-9818-4e53-9036-6b29b936b0fb,ce8121cb-ad89-4dd6-8dd2-c6897c99bf57
1acc462c-0588-4e93-a072-dbf45672f809,2024-08-20,Phone call regarding campaign 5d44f736,ae96c0bd-d6a3-4d27-bc49-b062b133ab83,5d44f736-537b-4c81-92ab-cc39aff2aaa5,Australia/Sydney,2025-07-30 16:33:05.306764,2025-07-30 16:33:05.306764,d1507450-bb04-4152-af69-318920b9bfa2,bb05204b-9818-4e53-9036-6b29b936b0fb,ce8121cb-ad89-4dd6-8dd2-c6897c99bf57
f1d098f2-a694-42f6-9080-8c862e8f3c9e,2025-02-07,Phone call regarding campaign 1c8a347f,f5f36ec6-bb05-4b65-9b81-d875a440d963,1c8a347f-b2c0-4deb-b302-f55cd6651cc0,Asia/Tokyo,2025-07-30 16:33:05.306764,2025-07-30 16:33:05.306764,a465a04a-f2c3-47bb-b24e-39f80acb5a0b,bb05204b-9818-4e53-9036-6b29b936b0fb,ce8121cb-ad89-4dd6-8dd2-c6897c99bf57
9ab1beed-0be8-4f19-ae0f-7a2d162d87c8,2023-10-11,Phone call regarding campaign 1c8a347f,132ad345-c2c0-4269-8812-ea99a3c7dbd2,1c8a347f-b2c0-4deb-b302-f55cd6651cc0,Asia/Tokyo,2025-07-30 16:33:05.306764,2025-07-30 16:33:05.306764,bb15a46b-81ca-44d3-ba6e-199dc7da7dd6,bb05204b-9818-4e53-9036-6b29b936b0fb,ce8121cb-ad89-4dd6-8dd2-c6897c99bf57
787faa4f-afbd-4717-a605-81ac8616ad85,2024-05-03,Phone call regarding campaign 1c8a347f,ac53bb3c-71c7-4e84-9145-c4175cff063d,1c8a347f-b2c0-4deb-b302-f55cd6651cc0,America/New_York,2025-07-30 16:33:05.306764,2025-07-30 16:33:05.306764,70b84642-3786-418d-b42d-fbcef45c636c,bb05204b-9818-4e53-9036-6b29b936b0fb,ce8121cb-ad89-4dd6-8dd2-c6897c99bf57
65bb8173-8bfa-4cdd-b000-e59c4d4c930c,2025-07-14,Phone call regarding campaign 31997c7f,cda24f43-763a-4d69-aabe-61daa8eb3853,31997c7f-9559-45b5-89f7-8a27a4a6ab03,America/Los_Angeles,2025-07-30 16:33:05.306764,2025-07-30 16:33:05.306764,c66614d1-783e-4a0f-b52f-8623033e9a7c,bb05204b-9818-4e53-9036-6b29b936b0fb,ce8121cb-ad89-4dd6-8dd2-c6897c99bf57
0905c8dd-d2d8-45d3-9107-0f19497e099a,2024-02-22,Phone call regarding campaign 1d8a9af1,0f91b855-effe-4be4-9b58-dd5c39b1a3e6,1d8a9af1-c274-471f-8204-3196d40d6ac5,Europe/Prague,2025-07-30 16:33:05.306764,2025-07-30 16:33:05.306764,1c07af72-7b99-44d2-bf9b-1403800cd01f,bb05204b-9818-4e53-9036-6b29b936b0fb,ce8121cb-ad89-4dd6-8dd2-c6897c99bf57
30feb557-95c5-4024-af03-5b15e7e0b80d,2024-02-10,Phone call regarding campaign 31997c7f,c47112a8-5f5b-4c5f-8030-c5e9f25bda07,31997c7f-9559-45b5-89f7-8a27a4a6ab03,Europe/London,2025-07-30 16:33:05.306764,2025-07-30 16:33:05.306764,95416612-2393-4337-8ba0-8c268c9703d3,bb05204b-9818-4e53-9036-6b29b936b0fb,ce8121cb-ad89-4dd6-8dd2-c6897c99bf57
