CampaignChannelId,CampaignId,ChannelId
ed181b3c-fd8a-4a04-92e8-35139cf2bab3,1d8a9af1-c274-471f-8204-3196d40d6ac5,ce8121cb-ad89-4dd6-8dd2-c6897c99bf57
bdd8b488-3cf0-4bb8-b8aa-217699571aeb,1d8a9af1-c274-471f-8204-3196d40d6ac5,36dc40af-c14e-4315-ba38-a9b1bc755fb8
6b46b2c1-7b2b-488c-90c2-5099773398d8,1d8a9af1-c274-471f-8204-3196d40d6ac5,5d79d9d1-35ec-407b-bb7c-c108dc463f00
a8f540f1-4e3e-4324-8686-2600b1bf6d79,5d44f736-537b-4c81-92ab-cc39aff2aaa5,ce8121cb-ad89-4dd6-8dd2-c6897c99bf57
51e4a289-f976-43d8-b6cf-8188b02eacb5,5d44f736-537b-4c81-92ab-cc39aff2aaa5,4ba4a473-aeb9-4743-b4b5-1a2ec92f2323
3e791573-ca09-4aef-9d9d-70f5c10bb51d,fc7f4380-f8bf-42a5-bf10-45cb281d8e52,a13b7e00-c20d-448b-b056-4b38d3e4efc4
87584d6f-0c95-4411-a19a-47fd4027617c,fc7f4380-f8bf-42a5-bf10-45cb281d8e52,4ba4a473-aeb9-4743-b4b5-1a2ec92f2323
9c0e0295-8d5a-4f57-993a-6011da772cd2,fc7f4380-f8bf-42a5-bf10-45cb281d8e52,36dc40af-c14e-4315-ba38-a9b1bc755fb8
ddfd2cbf-7892-48bd-b561-c18a220d4f05,704321bf-f12d-40b4-a043-90504a5bb907,4ba4a473-aeb9-4743-b4b5-1a2ec92f2323
492f2b34-dd9d-4283-98b9-f25aa357437e,704321bf-f12d-40b4-a043-90504a5bb907,a13b7e00-c20d-448b-b056-4b38d3e4efc4
697c67bc-e934-41d4-ba1f-904cf6b35bf1,f2ba88b6-7dd3-4504-a511-129ffabe9318,5d79d9d1-35ec-407b-bb7c-c108dc463f00
60d4e719-a8f5-4c16-b26d-c0c4cc6cbf95,cbbc4100-37b4-4466-94ed-17300f839366,5d79d9d1-35ec-407b-bb7c-c108dc463f00
d0d447cc-a759-4949-885d-6a22b470152d,cbbc4100-37b4-4466-94ed-17300f839366,a13b7e00-c20d-448b-b056-4b38d3e4efc4
1f9d3af5-a3b8-4327-97f1-471acf05195f,05033030-2c8d-48d8-92fe-d6db5114dbbc,a13b7e00-c20d-448b-b056-4b38d3e4efc4
9d3f448f-614c-4914-ad8f-ef09050178ef,28d6f9ce-eb43-46e7-a991-93a637904b7e,5d79d9d1-35ec-407b-bb7c-c108dc463f00
d532bb02-44dc-47b9-96d7-b823d3b5de78,28d6f9ce-eb43-46e7-a991-93a637904b7e,ce8121cb-ad89-4dd6-8dd2-c6897c99bf57
0f9c708b-61b3-419f-b4cd-2f877f036280,28d6f9ce-eb43-46e7-a991-93a637904b7e,a13b7e00-c20d-448b-b056-4b38d3e4efc4
c7b8968b-3f0d-4daf-8304-456b0f9c6da1,65f4b479-285b-4cea-8a9c-2c06518e9eb7,4ba4a473-aeb9-4743-b4b5-1a2ec92f2323
1375959b-20d1-4e29-b834-2e285569fb04,65f4b479-285b-4cea-8a9c-2c06518e9eb7,5d79d9d1-35ec-407b-bb7c-c108dc463f00
6c705f1c-8c4d-4e40-a55b-94e9c18ed31e,65f4b479-285b-4cea-8a9c-2c06518e9eb7,36dc40af-c14e-4315-ba38-a9b1bc755fb8
007d1e42-e915-40fc-9d1a-a4920b48e36a,0eaed1cb-cc77-4a13-9d9b-32e992bbe77d,5d79d9d1-35ec-407b-bb7c-c108dc463f00
f8f02651-80ae-4c90-95ad-01d000bd5da9,0eaed1cb-cc77-4a13-9d9b-32e992bbe77d,a13b7e00-c20d-448b-b056-4b38d3e4efc4
7d275cd7-2b3a-4fba-94fa-7bdf4f8e561a,0eaed1cb-cc77-4a13-9d9b-32e992bbe77d,4ba4a473-aeb9-4743-b4b5-1a2ec92f2323
1e2f8e44-a24e-4868-8803-792b5ced7280,ba212dac-083d-4d67-a9b2-29858a57675e,5d79d9d1-35ec-407b-bb7c-c108dc463f00
6fc5b0f1-0b4c-48f0-b656-eb3d2bea66fc,ba212dac-083d-4d67-a9b2-29858a57675e,4ba4a473-aeb9-4743-b4b5-1a2ec92f2323
3b2eef77-c7f7-424e-9e8c-dff64b2f618d,df4afe5c-7ce1-4eed-9398-74f0b75272d8,36dc40af-c14e-4315-ba38-a9b1bc755fb8
a2854d4d-8bb1-4883-90b6-47212448ef52,086a3b8b-3d80-4e2c-9a13-23fe27eae1fb,36dc40af-c14e-4315-ba38-a9b1bc755fb8
d8a5491c-e504-433d-8e07-ef0f34a7a351,086a3b8b-3d80-4e2c-9a13-23fe27eae1fb,5d79d9d1-35ec-407b-bb7c-c108dc463f00
b9602d91-e5d6-4cac-bf73-d5f4638db465,086a3b8b-3d80-4e2c-9a13-23fe27eae1fb,4ba4a473-aeb9-4743-b4b5-1a2ec92f2323
3aef8956-be0c-4963-91f1-070f9ebd7987,5e233bda-cd9c-44bd-93cb-497a0a0de4b6,36dc40af-c14e-4315-ba38-a9b1bc755fb8
1ec75404-4799-44f2-8fa3-b05fe98bb2b0,5e233bda-cd9c-44bd-93cb-497a0a0de4b6,a13b7e00-c20d-448b-b056-4b38d3e4efc4
f9fe1720-9f04-456e-a3a6-21860e4d2cea,5e233bda-cd9c-44bd-93cb-497a0a0de4b6,ce8121cb-ad89-4dd6-8dd2-c6897c99bf57
03936c6b-2024-4c7c-84ba-85d174c73823,3c6c497c-1baf-4a7b-a270-5982567f7ceb,4ba4a473-aeb9-4743-b4b5-1a2ec92f2323
85db7f89-5afd-48dc-aa49-e06a4f65cbeb,3c6c497c-1baf-4a7b-a270-5982567f7ceb,36dc40af-c14e-4315-ba38-a9b1bc755fb8
3caf5cc4-6436-4e2e-8c4f-159dcfa7600c,3c6c497c-1baf-4a7b-a270-5982567f7ceb,5d79d9d1-35ec-407b-bb7c-c108dc463f00
d191e5e0-b801-4585-8059-37a5754edd9c,ec913008-50d2-4f09-9b71-ee56fb5b78c5,a13b7e00-c20d-448b-b056-4b38d3e4efc4
c4874123-c44b-4cc2-b545-f43fa8ae4f72,ec913008-50d2-4f09-9b71-ee56fb5b78c5,36dc40af-c14e-4315-ba38-a9b1bc755fb8
f0a68b05-0222-4f1e-a9ec-7ca5df6035f8,31997c7f-9559-45b5-89f7-8a27a4a6ab03,ce8121cb-ad89-4dd6-8dd2-c6897c99bf57
f2d684ed-e71b-46c1-97a7-a2202ca9aa9c,9ed84ea3-6f54-40e5-880f-426fa7a8d668,5d79d9d1-35ec-407b-bb7c-c108dc463f00
ea0dddd5-16fa-45cb-ba42-9424001888a3,9ed84ea3-6f54-40e5-880f-426fa7a8d668,4ba4a473-aeb9-4743-b4b5-1a2ec92f2323
6b453a52-3095-439d-b4f1-5a47f98bad27,9ed84ea3-6f54-40e5-880f-426fa7a8d668,a13b7e00-c20d-448b-b056-4b38d3e4efc4
