EventId,StartDate,Name,Cost,EventTypeId,AddressId,CreatedDate,ModifiedDate,SourceSystemId,SourceId,ChannelId
ebde8978-92aa-4709-8c56-abb4dee030e0,2025-07-12 11:56:16.337458,Holiday Celebration,6243.79772647,83faa8b1-53fe-4c8a-8a73-9f760aff7585,2f9f8d43-7907-43ec-bd9b-eac86e4a2774,2025-07-30 16:33:05.306764,2025-07-30 16:33:05.306764,8f8bdcbe-1cc3-44a1-8d04-bc2fdd3fd6d7,bb05204b-9818-4e53-9036-6b29b936b0fb,36dc40af-c14e-4315-ba38-a9b1bc755fb8
549f3269-f423-4c3e-81a5-e7af0b3d6f24,2021-11-22 00:39:55.337584,Education Workshop,7468.48477095,f4394c99-61dd-4135-a4bc-efa0f02829c5,c359185f-432e-4318-8d35-e20e0133d4f2,2025-07-30 16:33:05.306764,2025-07-30 16:33:05.306764,08503d06-2db7-40cd-8625-85456216bf0d,bb05204b-9818-4e53-9036-6b29b936b0fb,36dc40af-c14e-4315-ba38-a9b1bc755fb8
4fe845e6-f823-42dc-bf59-f6bec6ec1a47,2009-10-09 10:06:21.337729,Charity Auction,7023.85692977,aab9d979-2d45-49d6-a19f-ca2a9a7774c7,c41aefb7-d5fd-4635-afd6-f3ea83e3c688,2025-07-30 16:33:05.306764,2025-07-30 16:33:05.306764,0a336f54-0cb6-46b7-82f1-d85678af5dd6,bb05204b-9818-4e53-9036-6b29b936b0fb,36dc40af-c14e-4315-ba38-a9b1bc755fb8
4d9171fc-466a-4d10-b597-27fff2b38ee0,2011-11-21 15:52:00.337782,Education Workshop,8223.33718792,f4394c99-61dd-4135-a4bc-efa0f02829c5,c88f90d9-29ed-459d-a676-5e87a060daec,2025-07-30 16:33:05.306764,2025-07-30 16:33:05.306764,c0a2c90d-ff01-4b47-b29f-04e88b893f29,bb05204b-9818-4e53-9036-6b29b936b0fb,36dc40af-c14e-4315-ba38-a9b1bc755fb8
5244ce14-51dd-41c9-98b1-4c6b36426653,2014-10-05 17:26:57.337827,Charity Auction,6463.87661956,aab9d979-2d45-49d6-a19f-ca2a9a7774c7,a1cc14a4-c168-41aa-9210-31d4571f23c8,2025-07-30 16:33:05.306764,2025-07-30 16:33:05.306764,377953e2-67e1-4b35-829f-e86aef130442,bb05204b-9818-4e53-9036-6b29b936b0fb,36dc40af-c14e-4315-ba38-a9b1bc755fb8
f5e4269d-3bea-4555-adc7-53639b75da26,2025-01-02 06:21:14.337868,Job Fair,9851.96818924,19977a29-400f-40a8-9d5e-2a11ae125fcf,dcb46d61-4aed-495f-8ace-ea72ebe60d49,2025-07-30 16:33:05.306764,2025-07-30 16:33:05.306764,d1720459-a428-4dba-a0ad-42b150a0edaf,bb05204b-9818-4e53-9036-6b29b936b0fb,36dc40af-c14e-4315-ba38-a9b1bc755fb8
5da09394-1e57-4031-9a34-fde573b874d9,2022-09-05 01:05:00.338043,Education Workshop,5221.62893570,f4394c99-61dd-4135-a4bc-efa0f02829c5,08f93039-450d-4145-9b29-597999e1faa5,2025-07-30 16:33:05.306764,2025-07-30 16:33:05.306764,08b4444e-56c2-4cdf-a20c-3d7633b70425,bb05204b-9818-4e53-9036-6b29b936b0fb,36dc40af-c14e-4315-ba38-a9b1bc755fb8
a94e8e54-2a9f-4664-8141-bc21f48bde01,2015-06-08 18:20:03.338215,Annual Gala,8456.05455033,74d1c04f-1270-4992-b7bb-60ece014f165,ccccb739-27ca-4896-af4c-bdbcf2109f03,2025-07-30 16:33:05.306764,2025-07-30 16:33:05.306764,e34b5088-cfb9-415a-9da3-e10c10f0f80d,bb05204b-9818-4e53-9036-6b29b936b0fb,36dc40af-c14e-4315-ba38-a9b1bc755fb8
341f151e-b8dd-4512-afcf-71a61d492878,2012-10-14 21:20:51.338257,Job Fair,1927.47837525,19977a29-400f-40a8-9d5e-2a11ae125fcf,006db83b-e3c0-49b8-ac03-3b8c14fe14e6,2025-07-30 16:33:05.306764,2025-07-30 16:33:05.306764,cba5b276-942b-4163-9803-a58d4690fd98,bb05204b-9818-4e53-9036-6b29b936b0fb,36dc40af-c14e-4315-ba38-a9b1bc755fb8
b7449e1d-1afa-4959-8001-dfa90ae4202d,2007-09-09 21:53:29.338331,Job Fair,9181.94624710,19977a29-400f-40a8-9d5e-2a11ae125fcf,115699c9-fd39-496c-b3ff-c8e21dbf283b,2025-07-30 16:33:05.306764,2025-07-30 16:33:05.306764,80c6d69c-4662-4c67-8826-5841056e8e59,bb05204b-9818-4e53-9036-6b29b936b0fb,36dc40af-c14e-4315-ba38-a9b1bc755fb8
