SoftCreditId,ConstituentId,TransactionId,Amount,CreatedDate,ModifiedDate,SourceSystemId,SourceId
0896648c-21d0-4fd2-b0f5-074362db07af,b0cd8d94-e430-4f7e-ab60-ff1096a2df63,e93cfbf5-c075-40c5-b102-7fc887b93ede,2990.47,2025-07-30T16:33:21.214332,2025-07-30T16:33:21.214332,93d26404-2188-428c-87e1-5d277b5e735f,bb05204b-9818-4e53-9036-6b29b936b0fb
b752ddd9-01c4-41c6-b4dc-c745c67ba80d,c1b5606d-03ac-4b6d-a9bc-8e46e9615fe5,75c02ab4-f570-4cdb-9e70-af3f1b0f35cf,1702.52,2025-07-30T16:33:21.214332,2025-07-30T16:33:21.214332,84ceb24b-0995-4f49-9cfc-be9a461e2339,bb05204b-9818-4e53-9036-6b29b936b0fb
5fa2a4fa-18ba-4231-ba09-91d91ab247c3,979a0824-177b-4503-ab05-58ba7c1ed0cc,75c02ab4-f570-4cdb-9e70-af3f1b0f35cf,1702.52,2025-07-30T16:33:21.214332,2025-07-30T16:33:21.214332,0a7d615a-2b3a-417c-9ecb-346d6b7721b9,bb05204b-9818-4e53-9036-6b29b936b0fb
a7de34fd-1564-4721-9f3d-964dd96202fa,3405efe9-6417-4667-a032-f1b2861aefb0,75c02ab4-f570-4cdb-9e70-af3f1b0f35cf,1702.52,2025-07-30T16:33:21.214332,2025-07-30T16:33:21.214332,9bbe397a-4608-41d5-acef-effe814bd991,bb05204b-9818-4e53-9036-6b29b936b0fb
92764d6d-dcb2-4dee-b98a-a873cd61b607,0eeb1f2b-03ad-4279-8ad4-818ebc753491,9b7e0fcc-85dc-4095-af8b-7c713dadd600,2619.1,2025-07-30T16:33:21.214332,2025-07-30T16:33:21.214332,4a81cb22-30dc-4fa2-a49a-850e558c3963,bb05204b-9818-4e53-9036-6b29b936b0fb
fb70746f-18e9-4f22-bffa-53dd79f9f3ff,09de82b3-ca36-4cd1-868b-72cd57e01e62,9b7e0fcc-85dc-4095-af8b-7c713dadd600,2619.1,2025-07-30T16:33:21.214332,2025-07-30T16:33:21.214332,af658c05-4323-4dd4-816e-c3cc642c3b1f,bb05204b-9818-4e53-9036-6b29b936b0fb
52565d94-11c2-4c4d-8aa9-0975bd7888b6,500113f6-2cae-4d41-9d3f-3f95d03ac38e,9b7e0fcc-85dc-4095-af8b-7c713dadd600,2619.1,2025-07-30T16:33:21.214332,2025-07-30T16:33:21.214332,9e5a6f6f-d49e-485a-a314-cf0e11e842a8,bb05204b-9818-4e53-9036-6b29b936b0fb
4fd0fe2c-6a89-462e-b61a-5e73aa73e98b,b9ea7ed8-7a15-4021-b39d-d72479758f3d,560a5d32-57ae-4905-9058-bb13f1888af5,546.38,2025-07-30T16:33:21.214332,2025-07-30T16:33:21.214332,c0319209-1d3e-4e13-ac02-ddaed2139b72,bb05204b-9818-4e53-9036-6b29b936b0fb
50c7eff4-f7c4-4d95-a87a-d8cdd6a7a886,36c2259b-ff40-4fe2-8d8c-96dc60ac47f1,560a5d32-57ae-4905-9058-bb13f1888af5,546.38,2025-07-30T16:33:21.214332,2025-07-30T16:33:21.214332,af3df008-ee3b-4193-9d9e-98c7314f6f79,bb05204b-9818-4e53-9036-6b29b936b0fb
090691d2-e13b-4036-8664-e274b4eff4e3,00e5e080-0b03-4cbd-a6f7-be5f169cec94,19e3d98d-0dd2-41a9-b16b-74cc17e89370,2772.04,2025-07-30T16:33:21.214332,2025-07-30T16:33:21.214332,c85919be-662a-4afe-846c-c38a2d285117,bb05204b-9818-4e53-9036-6b29b936b0fb
