SilverRecordId,SourceSystemId,SourceId,SourceTable
4ba4a473-aeb9-4743-b4b5-1a2ec92f2323,cc3e4656-1efa-4d51-b4da-f3e4d79089c2,bb05204b-9818-4e53-9036-6b29b936b0fb,NA
a13b7e00-c20d-448b-b056-4b38d3e4efc4,0e1e4406-ca96-4914-9567-0ca57916f96e,bb05204b-9818-4e53-9036-6b29b936b0fb,NA
36dc40af-c14e-4315-ba38-a9b1bc755fb8,027ae743-f704-428d-bb0f-93a76ff290b4,bb05204b-9818-4e53-9036-6b29b936b0fb,NA
5d79d9d1-35ec-407b-bb7c-c108dc463f00,92e84981-3ec3-4ea3-93eb-17b4ac81fd3a,bb05204b-9818-4e53-9036-6b29b936b0fb,NA
ce8121cb-ad89-4dd6-8dd2-c6897c99bf57,23a10788-83f4-414d-b908-5d6b380e736b,bb05204b-9818-4e53-9036-6b29b936b0fb,NA
b864779a-74ca-4009-9d76-96b684b74111,2b799fc5-9a7e-4f06-b854-340a98417d10,bb05204b-9818-4e53-9036-6b29b936b0fb,CampaignType
847ba497-49a8-402a-a520-c708df31cc38,bd15f120-42ec-40f2-b578-ff2853a874c2,bb05204b-9818-4e53-9036-6b29b936b0fb,CampaignType
23522626-3807-49b3-b6c9-d6d6cbf05fab,3d315418-1452-4d96-b29f-ffc56e5cbb10,bb05204b-9818-4e53-9036-6b29b936b0fb,CampaignType
1b0bbdd0-6aaf-4ab4-a469-ab6443579a9d,c9ba123c-5852-4502-b8cf-19871d69799e,bb05204b-9818-4e53-9036-6b29b936b0fb,CampaignType
9beda7cb-4f7d-44cd-8985-efd0ce3de829,fc33b870-9f55-4a33-85c1-afad0f1f8a5f,bb05204b-9818-4e53-9036-6b29b936b0fb,CampaignType
36dfc866-de00-4320-8315-49c352f6279d,3cc30d30-c7fb-481e-810d-1db7bbc11ded,bb05204b-9818-4e53-9036-6b29b936b0fb,CampaignType
8070d3ff-fb31-4842-ba4d-13620018b14d,9b636a8c-ce5b-4543-85c6-0abd53391e50,bb05204b-9818-4e53-9036-6b29b936b0fb,CampaignType
92115351-4323-4f79-a63b-d8ab7d94d1b6,d25ac814-4708-47ae-8cbf-5267d71ee177,bb05204b-9818-4e53-9036-6b29b936b0fb,CampaignType
3468bb1a-5c7e-4e02-b60b-7eb25c458ee9,fb729240-5b66-429f-8a53-c29341389e85,bb05204b-9818-4e53-9036-6b29b936b0fb,CampaignType
e977b1fa-dedb-4574-a7c6-a59e091239e0,871f3588-d0a0-4ec9-ab7e-e03a4cf68e4d,bb05204b-9818-4e53-9036-6b29b936b0fb,CampaignType
